taxa_in_original_tree	species	total	rbcL	matK	rps16	ndhF	5.8S-ribosomal-RNA	contains-trnT-trnL-intergenic-spacer,-tRNA-Leu-(trnL),-trnL-trnF-intergenic-spacer,-and-tRNA-Phe-(trnF)
Gentianales	Palicourea crocea	2	NA	NA	AF147510	NA	NA	AM945359
Gentianales	Randia grandifolia	2	JQ594583	NA	NA	NA	AF493455	NA
Gentianales	Guettarda uruguensis	2	NA	NA	EU145489	NA	NA	EU145533
Gentianales	Guettarda acreana	2	NA	NA	NA	NA	FJ037858	FJ039313
Gentianales	Rauvolfia serpentina	2	NA	NA	NA	NA	AB376673	AF214414
Gentianales	Empogona kirkii	2	NA	NA	JF916943	NA	NA	JF916965
Gentianales	Morinda umbellata	2	NA	NA	NA	NA	JF977053	JN180308
Gentianales	Morinda officinalis	2	NA	NA	NA	NA	JF977047	GQ130299
Gentianales	Petopentia natalensis	2	NA	NA	NA	NA	AJ581684	AJ581808
Gentianales	Centaurium erythraea	2	NA	NA	NA	NA	AY047783	AY315697
Gentianales	Psilanthus mannii	2	NA	NA	NA	NA	AJ224822	FJ493398
Gentianales	Sabicea aspera	2	NA	NA	AF004079	NA	NA	FJ948362
Gentianales	Coffea humilis	2	NA	NA	NA	NA	DQ153618	FJ493382
Gentianales	Coffea liaudii	2	NA	NA	NA	NA	DQ153636	DQ153872
Gentianales	Coffea moratii	2	NA	NA	NA	NA	DQ153633	DQ153861
Gentianales	Psychotria recurva	2	NA	NA	JN643186	NA	NA	JN643518
Gentianales	Psychotria hispidula	2	NA	NA	HQ385190	NA	NA	HQ412969
Gentianales	Chironia linoides	2	NA	NA	NA	NA	AJ489873	AY251784
Gentianales	Didymaea alsinoides	2	NA	NA	NA	NA	FJ695442	EU145570
Gentianales	Galium hypocarpium	2	NA	NA	AF004051	NA	NA	GU357075
Gentianales	Galium album	2	NA	NA	AF004050	NA	NA	HM590289
Gentianales	Gardenia thunbergia	2	NA	NA	NA	NA	AJ224833	DQ180583
Gentianales	Phyllanthera grayi	2	NA	NA	NA	NA	DQ916860	EF456103
Gentianales	Sericanthe petitii	2	NA	NA	JF916951	NA	NA	JF916973
Gentianales	Sericanthe auriculata	2	NA	NA	JF916947	NA	NA	JF916969
Gentianales	Sericanthe andongensis	2	NA	NA	JF916944	NA	NA	JF916967
Gentianales	Gentiana tibetica	2	NA	NA	NA	NA	DQ398641	AB453068
Gentianales	Gentiana bavarica	2	NA	NA	NA	NA	Z48094	X77873
Gentianales	Gentiana straminea	2	NA	NA	NA	NA	GQ434564	AB453066
Gentianales	Gentiana punctata	2	NA	NA	NA	NA	Z48088	X77894
Gentianales	Schismatoclada psychotrioides	2	NA	NA	JQ729729	NA	JQ729842	NA
Gentianales	Swertia cordata	2	NA	AJ408027	NA	NA	NA	AJ408015
Gentianales	Swertia pubescens	2	NA	NA	NA	NA	AJ410347	AJ315220
Gentianales	Swertia angustifolia	2	NA	NA	NA	NA	FJ010793	AJ315249
Gentianales	Swertia perennis	2	NA	AJ011457	NA	NA	NA	AY255695
Gentianales	Swertia volkensii	2	NA	AJ406380	NA	NA	NA	AJ315223
Gentianales	Payera marojejyensis	2	NA	NA	JQ729734	NA	JQ729847	NA
Gentianales	Payera coriacea	2	NA	NA	JQ729735	NA	JQ729820	NA
Gentianales	Phitopis multiflora	2	NA	NA	FJ884666	NA	FJ985000	NA
Gentianales	Gaertnera paniculata	2	NA	NA	AF002736	NA	AY046329	NA
Gentianales	Gaertnera capitulata	2	NA	NA	EU872842	NA	AY185546	NA
Gentianales	Gaertnera cooperi	2	NA	NA	EU872694	NA	AF333820	NA
Gentianales	Gaertnera arenaria	2	NA	NA	EU872841	NA	AY185543	NA
Gentianales	Palicourea guianensis	2	NA	NA	AF147532	NA	NA	AF152615
Gentianales	Lacmellea aculeata	2	NA	NA	NA	NA	FJ037795	AF214371
Gentianales	Duroia eriopila	2	FJ038147	NA	NA	NA	AF183784	NA
Gentianales	Warszewiczia coccinea	2	NA	NA	FJ884683	NA	NA	AF152639
Gentianales	Coffea betamponensis	2	NA	NA	NA	NA	DQ153543	DQ153788
Gentianales	Coffea ambongensis	2	NA	NA	NA	NA	DQ153539	DQ153786
Gentianales	Psychotria kimuenzae	2	NA	NA	JN643154	NA	NA	JN643470
Gentianales	Psychotria konguensis	2	NA	NA	JN643163	NA	NA	JN643485
Gentianales	Psychotria subpunctata	2	NA	NA	JN643207	NA	NA	JN643541
Gentianales	Danais comorensis	2	NA	NA	FJ695263	NA	NA	FJ695406
Gentianales	Danais xanthorrhoea	2	NA	NA	AM117297	NA	NA	AM409329
Gentianales	Adina pilulifera	2	NA	NA	GQ852366	NA	NA	AJ414548
Gentianales	Gentiana macrophylla	2	NA	NA	NA	NA	Z48086	DQ398725
Gentianales	Gentiana scabra	2	NA	NA	NA	NA	JF778858	AB453092
Gentianales	Gentiana verna	2	NA	NA	NA	NA	Z48092	X75704
Gentianales	Schismatoclada farahimpensis	2	NA	NA	FJ695278	NA	NA	FJ695422
Gentianales	Swertia yunnanensis	2	NA	NA	NA	NA	JF978835	AJ315224
Gentianales	Anthospermum herbaceum	2	NA	NA	EU145496	NA	NA	EU145544
Gentianales	Gaertnera walkeri	2	NA	NA	EU872692	NA	AF333843	NA
Gentianales	Gaertnera psychotrioides	2	NA	NA	EU872693	NA	AF333835	NA
Gentianales	Rubia tinctorum	2	NA	NA	NA	NA	DQ358885	FJ695421
Gentianales	Coffea leroyi	2	NA	NA	NA	NA	DQ153523	DQ153771
Gentianales	Coffea mangoroensis	2	NA	NA	NA	NA	DQ153634	DQ153870
Gentianales	Coffea heimii	2	NA	NA	NA	NA	DQ153559	DQ153798
Gentianales	Psychotria fleuryana	2	NA	NA	JN643140	NA	NA	JN643452
Gentianales	Psychotria expansissima	2	NA	NA	JN643137	NA	NA	JN643398
Gentianales	Psychotria brachyantha	2	NA	NA	JN643124	NA	NA	JN643420
Gentianales	Psychotria mannii	2	NA	NA	JN643170	NA	NA	JN643496
Gentianales	Psychotria umbellifera	2	NA	NA	JN643212	NA	NA	JN643549
Gentianales	Gentiana acaulis	2	NA	NA	NA	NA	AJ223097	AB453060
Gentianales	Coffea perrieri	2	NA	NA	NA	NA	DQ153631	DQ153867
Gentianales	Coffea heterocalyx	2	NA	NA	NA	NA	DQ153623	FJ493381
Gentianales	Psychotria rubristipulata	2	NA	NA	JN643195	NA	NA	JN643529
Gentianales	Psychotria rubripilis	2	NA	NA	JN053713	NA	NA	JN053658
Gentianales	Psychotria kikwitensis	2	NA	NA	JN053718	NA	NA	JN053664
Gentianales	Psychotria humilis	2	NA	NA	JN643146	NA	NA	JN643459
Gentianales	Psychotria verschuerenii	2	NA	NA	JN643214	NA	NA	JN643552
Gentianales	Psychotria letouzeyi	2	NA	NA	JN643168	NA	NA	JN643490
Gentianales	Psychotria calva	2	NA	NA	JN053720	NA	NA	JN053665
Gentianales	Psychotria pumila	2	NA	NA	JN643183	NA	NA	JN643514
Gentianales	Psychotria nigropunctata	2	NA	NA	JN643176	NA	NA	JN643505
Gentianales	Psychotria rhizomatosa	2	NA	NA	JN053715	NA	NA	JN053660
Gentianales	Psychotria spithamea	2	NA	NA	JN643180	NA	NA	JN643538
Gentianales	Alstonia scholaris	2	NA	NA	NA	NA	DQ358880	AJ430907
Gentianales	Gentiana lutea	2	NA	NA	NA	NA	Z48119	X75702
Gentianales	Coffea stenophylla	2	NA	NA	JF916942	NA	NA	FJ493391
Gentianales	Gelsemium sempervirens	2	NA	NA	NA	NA	DQ358881	AF102428
Gentianales	Coffea salvatrix	2	NA	NA	NA	NA	DQ153622	FJ493389
Gentianales	Coffea congensis	2	NA	NA	NA	NA	DQ153598	FJ493378
Gentianales	Coffea canephora	2	NA	NA	NA	NA	AY780425	FJ493376
Gentianales	Parameria laevigata	1	NA	NA	NA	NA	NA	EF456197
Gentianales	Orbea variegata	1	NA	NA	NA	NA	NA	AJ488434
Gentianales	Geissospermum laeve	1	NA	NA	NA	NA	NA	AF214359
Gentianales	Caudanthera edulis	1	NA	NA	NA	NA	NA	AJ402140
Gentianales	Cynanchum savannarum	1	NA	NA	NA	NA	NA	AJ428808
Gentianales	Haplophyton crooksii	1	NA	NA	NA	NA	NA	AF214363
Gentianales	Rauvolfia cambodiana	1	NA	NA	NA	NA	AB376674	NA
Gentianales	Rauvolfia sumatrana	1	NA	NA	NA	NA	AB376676	NA
Gentianales	Rauvolfia densiflora	1	NA	NA	NA	NA	HQ386694	NA
Gentianales	Laubertia contorta	1	NA	NA	NA	NA	NA	EF456246
Gentianales	Echites umbellatus	1	NA	NA	NA	NA	NA	AF214350
Gentianales	Echites woodsonianus	1	NA	NA	NA	NA	NA	EF456175
Gentianales	Motandra guineensis	1	NA	NA	NA	NA	NA	DQ221169
Gentianales	Forsteronia guyanensis	1	NA	NA	NA	NA	NA	EF456134
Gentianales	Leptodermis scabrida	1	NA	NA	NA	NA	JF976797	NA
Gentianales	Leptodermis ludlowii	1	NA	NA	NA	NA	JF976801	NA
Gentianales	Amaioua corymbosa	1	NA	NA	NA	NA	AF183772	NA
Gentianales	Tonduzia longifolia	1	NA	NA	NA	NA	NA	AF214437
Gentianales	Boucerosia truncatocoronata	1	NA	NA	NA	NA	NA	HM366930
Gentianales	Boucerosia procumbens	1	NA	NA	NA	NA	NA	HM366932
Gentianales	Macrocarpaea weigendiorum	1	NA	NA	NA	NA	NA	EU528053
Gentianales	Macrocarpaea apparata	1	NA	NA	NA	NA	NA	EU528058
Gentianales	Macrocarpaea cochabambensis	1	NA	NA	NA	NA	NA	EU528047
Gentianales	Macrocarpaea micrantha	1	NA	NA	NA	NA	NA	EU528048
Gentianales	Macrocarpaea arborescens	1	NA	NA	NA	NA	NA	EU528051
Gentianales	Macrocarpaea viscosa	1	NA	NA	NA	NA	NA	EU528054
Gentianales	Macrocarpaea subsessilis	1	NA	NA	NA	NA	NA	EU528049
Gentianales	Mitrasacme oasena	1	NA	NA	NA	NA	JF937932	NA
Gentianales	Artia balansae	1	NA	NA	NA	NA	NA	EF456209
Gentianales	Cordylostigma cuspidata	1	NA	NA	NA	NA	NA	GU951661
Gentianales	Vallaris solanacea	1	NA	NA	NA	NA	NA	EF456162
Gentianales	Oldenlandia tenuipes	1	NA	NA	NA	NA	JF699962	NA
Gentianales	Oldenlandia chrysotricha	1	NA	NA	NA	NA	JF699921	NA
Gentianales	Oldenlandia ovatifolia	1	NA	NA	NA	NA	JF699939	NA
Gentianales	Oldenlandia mellii	1	NA	NA	NA	NA	JF699937	NA
Gentianales	Minaria grazielae	1	NA	NA	NA	NA	NA	AJ410204
Gentianales	Minaria decussata	1	NA	NA	NA	NA	NA	AJ704219
Gentianales	Minaria magisteriana	1	NA	NA	NA	NA	NA	AY163681
Gentianales	Minaria acerosa	1	NA	NA	NA	NA	NA	AJ699287
Gentianales	Minaria polygaloides	1	NA	NA	NA	NA	NA	JN574645
Gentianales	Elaeagia obovata	1	NA	NA	FJ884651	NA	NA	NA
Gentianales	Elaeagia utilis	1	NA	NA	FJ884653	NA	NA	NA
Gentianales	Elytropus chilensis	1	NA	NA	NA	NA	NA	EF456228
Gentianales	Quaqua linearis	1	NA	NA	NA	NA	NA	HM475512
Gentianales	Dewevrella cochliostema	1	NA	NA	NA	NA	NA	GU901314
Gentianales	Amphineurion marginatum	1	NA	NA	NA	NA	NA	EF456125
Gentianales	Marsdenia billardierei	1	NA	NA	NA	NA	NA	HQ327497
Gentianales	Halenia brevicornis	1	NA	NA	NA	NA	NA	AJ315192
Gentianales	Halenia weddelliana	1	NA	NA	NA	NA	NA	AJ315194
Gentianales	Halenia elliptica	1	NA	NA	NA	NA	NA	AJ315239
Gentianales	Ichnocarpus frutescens	1	NA	NA	NA	NA	NA	EF456136
Gentianales	Edithcolea grandis	1	NA	NA	NA	NA	NA	AJ488389
Gentianales	Apocynum androsaemifolium	1	NA	NA	NA	NA	NA	EF456130
Gentianales	Hedyotis effusa	1	NA	NA	NA	NA	JF699935	NA
Gentianales	Hedyotis lawsoniae	1	NA	NA	NA	NA	AM939455	NA
Gentianales	Asperula setosa	1	NA	NA	NA	NA	NA	GU357116
Gentianales	Asperula orientalis	1	NA	NA	NA	NA	NA	GU357115
Gentianales	Asperula albovii	1	NA	NA	NA	NA	NA	GU357139
Gentianales	Asperula arvensis	1	NA	NA	NA	NA	NA	GU357114
Gentianales	Asperula molluginoides	1	NA	NA	NA	NA	NA	GU357140
Gentianales	Asperula taurina	1	NA	NA	NA	NA	NA	GU357112
Gentianales	Asperula glomerata	1	NA	NA	NA	NA	NA	GU357138
Gentianales	Caralluma awdeliana	1	NA	NA	NA	NA	NA	HM475476
Gentianales	Caralluma solenophora	1	NA	NA	NA	NA	NA	HM475496
Gentianales	Caralluma tuberculata	1	NA	NA	NA	NA	NA	AJ488320
Gentianales	Caralluma sarkariae	1	NA	NA	NA	NA	NA	EU267102
Gentianales	Caralluma diffusa	1	NA	NA	NA	NA	NA	HM475481
Gentianales	Caralluma hexagona	1	NA	NA	NA	NA	NA	AJ488404
Gentianales	Caralluma speciosa	1	NA	NA	NA	NA	NA	HM475497
Gentianales	Caralluma joannis	1	NA	NA	NA	NA	NA	HM475489
Gentianales	Caralluma turneri	1	NA	NA	NA	NA	NA	HM475501
Gentianales	Caralluma furta	1	NA	NA	NA	NA	NA	HM475487
Gentianales	Caralluma arachnoidea	1	NA	NA	NA	NA	NA	AJ410038
Gentianales	Caralluma sinaica	1	NA	NA	NA	NA	NA	AJ488341
Gentianales	Caralluma umbellata	1	NA	NA	NA	NA	NA	AJ488329
Gentianales	Caralluma staintonii	1	NA	NA	NA	NA	NA	HM475498
Gentianales	Caralluma flavovirens	1	NA	NA	NA	NA	NA	HM475486
Gentianales	Caralluma arabica	1	NA	NA	NA	NA	NA	AJ488356
Gentianales	Caralluma cicatricosa	1	NA	NA	NA	NA	NA	HM475479
Gentianales	Caralluma dicapuae	1	NA	NA	NA	NA	NA	HM475480
Gentianales	Caralluma adenensis	1	NA	NA	NA	NA	NA	AJ488353
Gentianales	Caralluma stalagmifera	1	NA	NA	NA	NA	NA	EU267103
Gentianales	Caralluma lavranii	1	NA	NA	NA	NA	NA	AJ488362
Gentianales	Caralluma quadrangula	1	NA	NA	NA	NA	NA	AJ488407
Gentianales	Caralluma flava	1	NA	NA	NA	NA	NA	AJ488359
Gentianales	Caralluma socotrana	1	NA	NA	NA	NA	NA	AJ488410
Gentianales	Caralluma priogonium	1	NA	NA	NA	NA	NA	AJ488334
Gentianales	Caralluma edithae	1	NA	NA	NA	NA	NA	HM475482
Gentianales	Caralluma penicillata	1	NA	NA	NA	NA	NA	AJ488365
Gentianales	Caralluma pauciflora	1	NA	NA	NA	NA	NA	HM475490
Gentianales	Caralluma acutangula	1	NA	NA	NA	NA	NA	AJ488350
Gentianales	Caralluma munbyana	1	NA	NA	NA	NA	NA	AJ488317
Gentianales	Caralluma peckii	1	NA	NA	NA	NA	NA	HM475491
Gentianales	Caralluma bhupinderana	1	NA	NA	NA	NA	NA	HM366928
Gentianales	Hemipogon hatschbachii	1	NA	NA	NA	NA	NA	JN574637
Gentianales	Hemipogon hemipogonoides	1	NA	NA	NA	NA	NA	JN574638
Gentianales	Hemipogon acerosus	1	NA	NA	NA	NA	NA	AJ704290
Gentianales	Hemipogon carassensis	1	NA	NA	NA	NA	NA	AY163692
Gentianales	Hemipogon abietoides	1	NA	NA	NA	NA	NA	JN574634
Gentianales	Hemipogon sprucei	1	NA	NA	NA	NA	NA	AJ704299
Gentianales	Anodendron paniculatum	1	NA	NA	NA	NA	NA	EF456194
Gentianales	Anodendron oblongifolium	1	NA	NA	NA	NA	NA	EF456123
Gentianales	Oncinotis tenuiloba	1	NA	NA	NA	NA	NA	DQ221170
Gentianales	Vincetoxicum hirundinaria	1	NA	NA	NA	NA	NA	AJ410276
Gentianales	Vincetoxicum rossicum	1	NA	NA	NA	NA	NA	EF456113
Gentianales	Vincetoxicum stauntonii	1	NA	NA	NA	NA	NA	HE793781
Gentianales	Funtumia elastica	1	NA	NA	NA	NA	NA	AF214357
Gentianales	Fockea edulis	1	NA	NA	NA	NA	NA	AJ431742
Gentianales	Piaranthus comptus	1	NA	NA	NA	NA	NA	AJ402150
Gentianales	Morinda badia	1	NA	NA	NA	NA	JF977041	NA
Gentianales	Morinda hainanensis	1	NA	NA	NA	NA	JF977046	NA
Gentianales	Dischidia hirsuta	1	NA	NA	NA	NA	NA	DQ334531
Gentianales	Crucianella sintenisii	1	NA	NA	NA	NA	NA	GU357134
Gentianales	Crucianella chlorostachys	1	NA	NA	NA	NA	NA	GU357136
Gentianales	Crucianella filifolia	1	NA	NA	NA	NA	NA	GU357133
Gentianales	Rubia florida	1	NA	NA	NA	NA	NA	GU357180
Gentianales	Rubia oncotricha	1	NA	NA	NA	NA	NA	GU357182
Gentianales	Rubia horrida	1	NA	NA	NA	NA	NA	GU357183
Gentianales	Wrightia arborea	1	NA	NA	NA	NA	NA	EF456164
Gentianales	Houstonia micrantha	1	NA	NA	NA	NA	NA	DQ012839
Gentianales	Polysphaeria macrophylla	1	NA	NA	NA	NA	NA	FM177172
Gentianales	Asclepias fascicularis	1	NA	NA	NA	NA	NA	AM295737
Gentianales	Asclepias linaria	1	NA	NA	NA	NA	NA	AM295745
Gentianales	Asclepias gibba	1	NA	NA	NA	NA	NA	AM295742
Gentianales	Asclepias praemorsa	1	NA	NA	NA	NA	NA	AM295717
Gentianales	Asclepias longifolia	1	NA	NA	NA	NA	NA	AM295748
Gentianales	Asclepias mellodora	1	NA	NA	NA	NA	NA	AY163665
Gentianales	Hoya bilobata	1	NA	NA	NA	NA	NA	DQ334554
Gentianales	Hoya curtisii	1	NA	NA	NA	NA	NA	DQ334544
Gentianales	Hoya multiflora	1	NA	NA	NA	NA	NA	DQ334552
Gentianales	Hoya kerrii	1	NA	NA	NA	NA	NA	DQ334533
Gentianales	Hoya australis	1	NA	NA	NA	NA	NA	AF214367
Gentianales	Cycladenia humilis	1	NA	NA	NA	NA	NA	AF214341
Gentianales	Hayataella michelloides	1	NA	NA	NA	NA	AB247340	NA
Gentianales	Cruciata pedemontana	1	NA	NA	NA	NA	NA	GU357110
Gentianales	Cruciata taurica	1	NA	NA	NA	NA	NA	GU357108
Gentianales	Macroditassa adnata	1	NA	NA	NA	NA	NA	JN574639
Gentianales	Rhabdadenia biflora	1	NA	NA	NA	NA	NA	EF456150
Gentianales	Rhabdadenia pohlii	1	NA	NA	NA	NA	NA	EF456213
Gentianales	Stipecoma peltigera	1	NA	NA	NA	NA	NA	EF456193
Gentianales	Barjonia chlorifolia	1	NA	NA	NA	NA	NA	AY163667
Gentianales	Barjonia erecta	1	NA	NA	NA	NA	NA	JN574617
Gentianales	Barjonia harleyi	1	NA	NA	NA	NA	NA	JN574619
Gentianales	Petalostelma sarcostemma	1	NA	NA	NA	NA	NA	AJ428787
Gentianales	Petalostelma martianum	1	NA	NA	NA	NA	NA	JN574648
Gentianales	Blepharodon pictum	1	NA	NA	NA	NA	NA	AY163669
Gentianales	Blepharodon costae	1	NA	NA	NA	NA	NA	JN574623
Gentianales	Blepharodon ampliflorum	1	NA	NA	NA	NA	NA	JN574621
Gentianales	Blepharodon manicatum	1	NA	NA	NA	NA	NA	JN574624
Gentianales	Telosma cordata	1	NA	NA	NA	NA	NA	AF102493
Gentianales	Saccifolium bandeirae	1	NA	NA	NA	NA	NA	AJ242608
Gentianales	Apteranthes burchardii	1	NA	NA	NA	NA	NA	EU267093
Gentianales	Cleghornia malaccensis	1	NA	NA	NA	NA	NA	EF456241
Gentianales	Margaritopsis nudiflora	1	NA	NA	NA	NA	NA	EU145568
Gentianales	Prismatomeris filamentosa	1	NA	NA	NA	NA	AM945207	NA
Gentianales	Prismatomeris griffithii	1	NA	NA	NA	NA	AM945208	NA
Gentianales	Duvaliandra dioscoridis	1	NA	NA	NA	NA	NA	AJ488377
Gentianales	Pentalinon luteum	1	NA	NA	NA	NA	NA	AF214397
Gentianales	Molongum laxum	1	NA	NA	NA	NA	NA	AF214383
Gentianales	Chonemorpha fragrans	1	NA	NA	NA	NA	NA	AF214336
Gentianales	Coffea brevipes	1	NA	NA	NA	NA	NA	FJ493375
Gentianales	Coffea pseudozanguebariae	1	NA	NA	NA	NA	NA	FJ493387
Gentianales	Coffea magnistipula	1	NA	NA	NA	NA	NA	DQ153876
Gentianales	Coprosma ernodeoides	1	NA	NA	NA	NA	GQ885142	NA
Gentianales	Coprosma cheesemanii	1	NA	NA	JF950823	NA	NA	NA
Gentianales	Coprosma montana	1	NA	NA	NA	NA	GQ885143	NA
Gentianales	Psychotria graciliflora	1	NA	NA	NA	NA	FJ208608	NA
Gentianales	Psychotria brachiata	1	NA	NA	NA	NA	AF072001	NA
Gentianales	Psychotria marginata	1	NA	NA	NA	NA	FJ208610	NA
Gentianales	Psychotria neillii	1	NA	NA	NA	NA	FJ208609	NA
Gentianales	Psychotria limonensis	1	NA	NA	NA	NA	AF072052	NA
Gentianales	Psychotria chagrensis	1	NA	NA	NA	NA	AF072051	NA
Gentianales	Danais vestita	1	NA	NA	JQ729706	NA	NA	NA
Gentianales	Temnadenia odorifera	1	NA	NA	NA	NA	NA	EF456238
Gentianales	Temnadenia violacea	1	NA	NA	NA	NA	NA	EF456224
Gentianales	Ditassa cordeiroana	1	NA	NA	NA	NA	NA	AY163675
Gentianales	Ditassa hispida	1	NA	NA	NA	NA	NA	AJ704480
Gentianales	Ditassa auriflora	1	NA	NA	NA	NA	NA	AJ704471
Gentianales	Ditassa obcordata	1	NA	NA	NA	NA	NA	JN574632
Gentianales	Ditassa fasciculata	1	NA	NA	NA	NA	NA	JN574631
Gentianales	Ditassa conceptionis	1	NA	NA	NA	NA	NA	JN574627
Gentianales	Ditassa burchellii	1	NA	NA	NA	NA	NA	AJ699295
Gentianales	Ditassa pohliana	1	NA	NA	NA	NA	NA	JN574633
Gentianales	Ditassa mucronata	1	NA	NA	NA	NA	NA	AJ704278
Gentianales	Ditassa crassifolia	1	NA	NA	NA	NA	NA	JN574629
Gentianales	Ditassa tomentosa	1	NA	NA	NA	NA	NA	AJ704484
Gentianales	Ditassa capillaris	1	NA	NA	NA	NA	NA	JN574626
Gentianales	Ditassa eximia	1	NA	NA	NA	NA	NA	JN574630
Gentianales	Ditassa banksii	1	NA	NA	NA	NA	NA	AY163674
Gentianales	Ditassa retusa	1	NA	NA	NA	NA	NA	AJ704282
Gentianales	Neobracea valenzuelana	1	NA	NA	NA	NA	NA	EF456139
Gentianales	Picralima nitida	1	NA	NA	NA	NA	NA	AF214404
Gentianales	Trachycalymma pseudofimbriatum	1	NA	NA	NA	NA	NA	AM295652
Gentianales	Trachycalymma buchwaldii	1	NA	NA	NA	NA	NA	AM295647
Gentianales	Papuechites aambe	1	NA	NA	NA	NA	NA	EF456189
Gentianales	Peltastes isthmicus	1	NA	NA	NA	NA	NA	EF456179
Gentianales	Didymaea floribunda	1	NA	NA	NA	NA	NA	GU357185
Gentianales	Orbeanthus hardyi	1	NA	NA	NA	NA	NA	AJ488443
Gentianales	Thyrsanthella difformis	1	NA	NA	NA	NA	NA	EF456171
Gentianales	Galium corrudifolium	1	NA	NA	NA	NA	NA	GU357152
Gentianales	Galium friedrichii	1	NA	NA	NA	NA	NA	GU357155
Gentianales	Galium aschenbornii	1	NA	NA	NA	NA	NA	HM055852
Gentianales	Galium ossirwaense	1	NA	NA	NA	NA	NA	GU357154
Gentianales	Galium estebani	1	NA	NA	NA	NA	NA	GU357158
Gentianales	Galium productum	1	NA	NA	NA	NA	NA	GU357144
Gentianales	Galium tomentosum	1	NA	NA	NA	NA	NA	GU357177
Gentianales	Galium tricornutum	1	NA	NA	NA	NA	NA	GU357173
Gentianales	Galium bifolium	1	NA	NA	NA	NA	NA	GU357117
Gentianales	Galium trifidum	1	NA	NA	NA	NA	NA	GQ244991
Gentianales	Galium cometerhizon	1	NA	NA	NA	NA	NA	GU357161
Gentianales	Galium uliginosum	1	NA	NA	NA	NA	NA	GU357157
Gentianales	Galium rivale	1	NA	NA	NA	NA	NA	GU357156
Gentianales	Galium pumilum	1	NA	NA	NA	NA	NA	GU357159
Gentianales	Galium songaricum	1	NA	NA	NA	NA	NA	GU357118
Gentianales	Galium sylvaticum	1	NA	NA	NA	NA	NA	GU357150
Gentianales	Galium bolanderi	1	NA	NA	NA	NA	NA	GU357087
Gentianales	Galium aetnicum	1	NA	NA	NA	NA	NA	GU357151
Gentianales	Galium suecicum	1	NA	NA	NA	NA	NA	GU357160
Gentianales	Galium cespitosum	1	NA	NA	NA	NA	NA	GU357163
Gentianales	Galium pyrenaicum	1	NA	NA	NA	NA	NA	GU357165
Gentianales	Galium valdepilosum	1	NA	NA	NA	NA	NA	GU357164
Gentianales	Galium triflorum	1	NA	NA	NA	NA	NA	GU357176
Gentianales	Beaumontia grandiflora	1	NA	NA	NA	NA	NA	DQ221166
Gentianales	Tromotriche revoluta	1	NA	NA	NA	NA	NA	AF214426
Gentianales	Peplonia asteria	1	NA	NA	NA	NA	NA	AJ704302
Gentianales	Amsonia tabernaemontana	1	NA	NA	NA	NA	NA	AF214307
Gentianales	Saba comorensis	1	NA	NA	NA	NA	NA	AF214417
Gentianales	Bertiera laxissima	1	NA	NA	NA	NA	NA	DQ180573
Gentianales	Aganosma wallichii	1	NA	NA	NA	NA	NA	EF456145
Gentianales	Aganosma cymosa	1	NA	NA	NA	NA	NA	EF456120
Gentianales	Hoodia triebneri	1	NA	NA	NA	NA	NA	AF214440
Gentianales	Ceropegia bulbosa	1	NA	NA	NA	NA	NA	AJ488344
Gentianales	Epigynum cochinchinense	1	NA	NA	NA	NA	NA	EF456133
Gentianales	Epigynum ridleyi	1	NA	NA	NA	NA	NA	EF456245
Gentianales	Epigynum auritum	1	NA	NA	NA	NA	NA	EF456121
Gentianales	Pinochia corymbosa	1	NA	NA	NA	NA	NA	AF214355
Gentianales	Condylocarpon isthmicum	1	NA	NA	NA	NA	NA	EF456087
Gentianales	Baissea multiflora	1	NA	NA	NA	NA	NA	EF456199
Gentianales	Callipeltis cucullaris	1	NA	NA	NA	NA	NA	GU357142
Gentianales	Echidnopsis malum	1	NA	NA	NA	NA	NA	AJ519950
Gentianales	Larryleachia cactiformis	1	NA	NA	NA	NA	NA	AJ402144
Gentianales	Schradera subandina	1	NA	NA	NA	NA	NA	AM945343
Gentianales	Uncaria sinensis	1	GQ436560	NA	NA	NA	NA	NA
Gentianales	Appunia guatemalensis	1	NA	NA	NA	NA	NA	AM945332
Gentianales	Aspidosperma australe	1	NA	NA	NA	NA	NA	AF214313
Gentianales	Strophanthus boivinii	1	NA	NA	NA	NA	NA	EF456192
Gentianales	Pachypodium lamerei	1	NA	NA	NA	NA	NA	EF456198
Gentianales	Schismatoclada concinna	1	NA	NA	JQ729723	NA	NA	NA
Gentianales	Calycosiphonia macrochlamys	1	NA	NA	NA	NA	NA	DQ180576
Gentianales	Swertia petiolata	1	NA	NA	NA	NA	NA	X76817
Gentianales	Swertia multicaulis	1	NA	NA	NA	NA	NA	FJ010815
Gentianales	Nertera yamashitae	1	NA	NA	NA	NA	AB559527	NA
Gentianales	Tavaresia grandiflora	1	NA	NA	NA	NA	NA	AF214433
Gentianales	Clemensiella mariae	1	NA	NA	NA	NA	NA	HQ332596
Gentianales	Thevetia peruviana	1	NA	NA	NA	NA	NA	AF214328
Gentianales	Nephradenia acerosa	1	NA	NA	NA	NA	NA	AY163704
Gentianales	Nephradenia asparagoides	1	NA	NA	NA	NA	NA	AY163706
Gentianales	Nephradenia filipes	1	NA	NA	NA	NA	NA	JN574647
Gentianales	Sindechites chinensis	1	NA	NA	NA	NA	NA	EF456151
Gentianales	Sindechites henryi	1	NA	NA	NA	NA	NA	EF456244
